colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,confidence_num,mxconmod,patvis,pats_null,colid,mod,quantity_num,ccd,name,cid,concept_path,rule,ddomain,mxfacts,valueflag_cd,tval_char,colcd,location_cd,valtype_cd
v117_Prcdrs_ptnts_cd,_Prcdrs_ptnts_cd,,1235,1,2,,314264,,3,1541,1747,v117_Prcdrs_ptnts,,,48,"1008062 - Surgical Procedures on the Kidney[15,114 facts; 6,244 patients]",117,\i2b2\Procedures\Metathesaurus CPT Hierarchical Terms\A23579685\A23572363\A23580526\,UNKNOWN_DATA_ELEMENT,CPT,3,,,v117,,
v117_Prcdrs_ptnts,_Prcdrs_ptnts,,1235,1,2,,314264,,3,1541,1747,v117_Prcdrs_ptnts,,,48,"1008062 - Surgical Procedures on the Kidney[15,114 facts; 6,244 patients]",117,\i2b2\Procedures\Metathesaurus CPT Hierarchical Terms\A23579685\A23572363\A23580526\,UNKNOWN_DATA_ELEMENT,CPT,3,,,v117,,
v118_Nn_opd_anlgscs_tf,_Nn_opd_anlgscs_tf,,1272,12,6,1,307727,,6,8078,1710,v118_Nn_opd_anlgscs,2,45,204,"Non-opioid analgesics[818,922 facts; 167,189 patients]",118,\i2b2\Medication\CN000\CN100\CN103\,UNKNOWN_DATA_ELEMENT,"NDC,RXCUI",7,,,v118,,
v118_Nn_opd_anlgscs_cd,_Nn_opd_anlgscs_cd,,1272,12,6,1,307727,,6,8078,1710,v118_Nn_opd_anlgscs,2,45,204,"Non-opioid analgesics[818,922 facts; 167,189 patients]",118,\i2b2\Medication\CN000\CN100\CN103\,UNKNOWN_DATA_ELEMENT,"NDC,RXCUI",7,,,v118,,
v118_Nn_opd_anlgscs,_Nn_opd_anlgscs,,1272,12,6,1,307727,,6,8078,1710,v118_Nn_opd_anlgscs,2,45,204,"Non-opioid analgesics[818,922 facts; 167,189 patients]",118,\i2b2\Medication\CN000\CN100\CN103\,UNKNOWN_DATA_ELEMENT,"NDC,RXCUI",7,,,v118,,
v119_anlgscs__ptnts_tf,_anlgscs__ptnts_tf,,2220,20,46,1,284218,,14,31587,762,v119_anlgscs__ptnts,2,75,625,"Opioid analgesics[5,085,645 facts; 357,517 patients]",119,\i2b2\Medication\CN000\CN100\CN101\,UNKNOWN_DATA_ELEMENT,"NDC,RXCUI",46,,,v119,,
v119_anlgscs__ptnts_cd,_anlgscs__ptnts_cd,,2220,20,46,1,284218,,14,31587,762,v119_anlgscs__ptnts,2,75,625,"Opioid analgesics[5,085,645 facts; 357,517 patients]",119,\i2b2\Medication\CN000\CN100\CN101\,UNKNOWN_DATA_ELEMENT,"NDC,RXCUI",46,,,v119,,
v119_anlgscs__ptnts,_anlgscs__ptnts,,2220,20,46,1,284218,,14,31587,762,v119_anlgscs__ptnts,2,75,625,"Opioid analgesics[5,085,645 facts; 357,517 patients]",119,\i2b2\Medication\CN000\CN100\CN101\,UNKNOWN_DATA_ELEMENT,"NDC,RXCUI",46,,,v119,,
v120_Imprmn__ptnts_tf,_Imprmn__ptnts_tf,,3,2,1,1,315790,,2,15,2979,v120_Imprmn__ptnts,2,,5,"Imipramine[6,545 facts; 1,039 patients]",120,\i2b2\Medication\CN000\CN600\CN601\5691\,UNKNOWN_DATA_ELEMENT,"NDC,RXCUI",2,,,v120,,
v120_Imprmn__ptnts_mn,_Imprmn__ptnts_mn,,3,2,1,1,315790,,2,15,2979,v120_Imprmn__ptnts,2,,5,"Imipramine[6,545 facts; 1,039 patients]",120,\i2b2\Medication\CN000\CN600\CN601\5691\,UNKNOWN_DATA_ELEMENT,"NDC,RXCUI",2,,,v120,,
v120_Imprmn__ptnts,_Imprmn__ptnts,,3,2,1,1,315790,,2,15,2979,v120_Imprmn__ptnts,2,,5,"Imipramine[6,545 facts; 1,039 patients]",120,\i2b2\Medication\CN000\CN600\CN601\5691\,UNKNOWN_DATA_ELEMENT,"NDC,RXCUI",2,,,v120,,
v121_Dsprmn__ptnts_tf,_Dsprmn__ptnts_tf,,2,1,2,1,315798,,3,7,2980,v121_Dsprmn__ptnts,1,,2,"Desipramine[2,356 facts; 451 patients]",121,\i2b2\Medication\CN000\CN600\CN601\3247\,UNKNOWN_DATA_ELEMENT,RXCUI,3,,,v121,,
v121_Dsprmn__ptnts_mn,_Dsprmn__ptnts_mn,,2,1,2,1,315798,,3,7,2980,v121_Dsprmn__ptnts,1,,2,"Desipramine[2,356 facts; 451 patients]",121,\i2b2\Medication\CN000\CN600\CN601\3247\,UNKNOWN_DATA_ELEMENT,RXCUI,3,,,v121,,
v121_Dsprmn__ptnts,_Dsprmn__ptnts,,2,1,2,1,315798,,3,7,2980,v121_Dsprmn__ptnts,1,,2,"Desipramine[2,356 facts; 451 patients]",121,\i2b2\Medication\CN000\CN600\CN601\3247\,UNKNOWN_DATA_ELEMENT,RXCUI,3,,,v121,,
v122_Insttn__ptnts_cd,_Insttn__ptnts_cd,,2832,1,1,,58281,,3,257524,150,v122_Insttn__ptnts,,,3,"Institution[44,171,545 facts; 1,396,021 patients]",122,\i2b2\Visit Details\Institution\,UNKNOWN_DATA_ELEMENT,Institution,3,,,v122,,
v122_Insttn__ptnts,_Insttn__ptnts,,2832,1,1,,58281,,3,257524,150,v122_Insttn__ptnts,,,3,"Institution[44,171,545 facts; 1,396,021 patients]",122,\i2b2\Visit Details\Institution\,UNKNOWN_DATA_ELEMENT,Institution,3,,,v122,,
v123_Onclg__ptnts_tf,_Onclg__ptnts_tf,,151,1,1,,314562,,1,1243,2831,v123_Onclg__ptnts,,,1,"Surgical Oncology[121,778 facts; 10,083 patients]",123,\i2b2\Visit Details\Service\59\,UNKNOWN_DATA_ELEMENT,VISITDETAIL|SPEC,1,,,v123,,
v123_Onclg__ptnts_cd,_Onclg__ptnts_cd,,151,1,1,,314562,,1,1243,2831,v123_Onclg__ptnts,,,1,"Surgical Oncology[121,778 facts; 10,083 patients]",123,\i2b2\Visit Details\Service\59\,UNKNOWN_DATA_ELEMENT,VISITDETAIL|SPEC,1,,,v123,,
v123_Onclg__ptnts,_Onclg__ptnts,,151,1,1,,314562,,1,1243,2831,v123_Onclg__ptnts,,,1,"Surgical Oncology[121,778 facts; 10,083 patients]",123,\i2b2\Visit Details\Service\59\,UNKNOWN_DATA_ELEMENT,VISITDETAIL|SPEC,1,,,v123,,
v124_Urlg__ptnts_tf,_Urlg__ptnts_tf,,1971,1,1,,282755,,1,33050,1011,v124_Urlg__ptnts,,,1,"Urology[756,625 facts; 72,873 patients]",124,\i2b2\Visit Details\Service\43\,UNKNOWN_DATA_ELEMENT,VISITDETAIL|SPEC,1,,,v124,,
v124_Urlg__ptnts_cd,_Urlg__ptnts_cd,,1971,1,1,,282755,,1,33050,1011,v124_Urlg__ptnts,,,1,"Urology[756,625 facts; 72,873 patients]",124,\i2b2\Visit Details\Service\43\,UNKNOWN_DATA_ELEMENT,VISITDETAIL|SPEC,1,,,v124,,
v124_Urlg__ptnts,_Urlg__ptnts,,1971,1,1,,282755,,1,33050,1011,v124_Urlg__ptnts,,,1,"Urology[756,625 facts; 72,873 patients]",124,\i2b2\Visit Details\Service\43\,UNKNOWN_DATA_ELEMENT,VISITDETAIL|SPEC,1,,,v124,,
v125_Prsr__ptnts_mn,_Prsr__ptnts_mn,,2688,1,108,1,184572,,1,131233,294,v125_Prsr__ptnts,,,1,"Systolic Blood Pressure[41,211,028 facts; 1,035,510 patients]",125,\i2b2\Visit Details\Vitals\BP_SYSTOLIC\,UNKNOWN_DATA_ELEMENT,PAT_ENC,108,2,,v125,,
v125_Prsr__ptnts,_Prsr__ptnts,,2688,1,108,1,184572,,1,131233,294,v125_Prsr__ptnts,,,1,"Systolic Blood Pressure[41,211,028 facts; 1,035,510 patients]",125,\i2b2\Visit Details\Vitals\BP_SYSTOLIC\,UNKNOWN_DATA_ELEMENT,PAT_ENC,108,2,,v125,,
v126_Prsr__ptnts_mn,_Prsr__ptnts_mn,,2688,1,108,1,184345,,1,131460,294,v126_Prsr__ptnts,,,1,"Diastolic Blood Pressure[41,374,800 facts; 1,042,451 patients]",126,\i2b2\Visit Details\Vitals\BP_DIASTOLIC\,UNKNOWN_DATA_ELEMENT,PAT_ENC,108,2,,v126,,
v126_Prsr__ptnts,_Prsr__ptnts,,2688,1,108,1,184345,,1,131460,294,v126_Prsr__ptnts,,,1,"Diastolic Blood Pressure[41,374,800 facts; 1,042,451 patients]",126,\i2b2\Visit Details\Vitals\BP_DIASTOLIC\,UNKNOWN_DATA_ELEMENT,PAT_ENC,108,2,,v126,,
v127_Tmprtr_ptnts_mn,_Tmprtr_ptnts_mn,,2634,1,224,1,199242,,1,116563,348,v127_Tmprtr_ptnts,,,1,"Temperature (F)[54,995,157 facts; 996,066 patients]",127,\i2b2\Visit Details\Vitals\TEMPERATURE\,UNKNOWN_DATA_ELEMENT,PAT_ENC,224,,,v127,,
v127_Tmprtr_ptnts,_Tmprtr_ptnts,,2634,1,224,1,199242,,1,116563,348,v127_Tmprtr_ptnts,,,1,"Temperature (F)[54,995,157 facts; 996,066 patients]",127,\i2b2\Visit Details\Vitals\TEMPERATURE\,UNKNOWN_DATA_ELEMENT,PAT_ENC,224,,,v127,,
v128_Indx__ptnts_mn,_Indx__ptnts_mn,,2636,1,4,1,227384,,1,88421,346,v128_Indx__ptnts,,,1,"Body Mass Index[9,415,289 facts; 1,024,765 patients]",128,\i2b2\Visit Details\Vitals\BMI\,UNKNOWN_DATA_ELEMENT,PAT_ENC,4,,,v128,,
v128_Indx__ptnts,_Indx__ptnts,,2636,1,4,1,227384,,1,88421,346,v128_Indx__ptnts,,,1,"Body Mass Index[9,415,289 facts; 1,024,765 patients]",128,\i2b2\Visit Details\Vitals\BMI\,UNKNOWN_DATA_ELEMENT,PAT_ENC,4,,,v128,,
v129_UTMd___ptnts_cd,_UTMd___ptnts_cd,,2328,1,1,,240817,,13,74988,654,v129_UTMd___ptnts,,,769,"Visit Reason (UTMed)[6,213,711 facts; 410,326 patients]",129,\i2b2\Visit Details\Visit Reason\,UNKNOWN_DATA_ELEMENT,VR,13,,,v129,,
v129_UTMd___ptnts,_UTMd___ptnts,,2328,1,1,,240817,,13,74988,654,v129_UTMd___ptnts,,,769,"Visit Reason (UTMed)[6,213,711 facts; 410,326 patients]",129,\i2b2\Visit Details\Visit Reason\,UNKNOWN_DATA_ELEMENT,VR,13,,,v129,,
v130_Rsprtn_ptnts_mn,_Rsprtn_ptnts_mn,,2547,1,112,1,219765,,1,96040,435,v130_Rsprtn_ptnts,,,1,"Respiration Rate[33,760,157 facts; 988,256 patients]",130,\i2b2\Visit Details\Vitals\RESPIRATIONS\,UNKNOWN_DATA_ELEMENT,PAT_ENC,112,,,v130,,
v130_Rsprtn_ptnts,_Rsprtn_ptnts,,2547,1,112,1,219765,,1,96040,435,v130_Rsprtn_ptnts,,,1,"Respiration Rate[33,760,157 facts; 988,256 patients]",130,\i2b2\Visit Details\Vitals\RESPIRATIONS\,UNKNOWN_DATA_ELEMENT,PAT_ENC,112,,,v130,,
v131_Pls__ptnts_mn,_Pls__ptnts_mn,,2548,1,30,1,236413,,1,79392,434,v131_Pls__ptnts,,,1,"Pulse[14,365,623 facts; 741,205 patients]",131,\i2b2\Visit Details\Vitals\PULSE\,UNKNOWN_DATA_ELEMENT,PAT_ENC,30,,,v131,,
v131_Pls__ptnts,_Pls__ptnts,,2548,1,30,1,236413,,1,79392,434,v131_Pls__ptnts,,,1,"Pulse[14,365,623 facts; 741,205 patients]",131,\i2b2\Visit Details\Vitals\PULSE\,UNKNOWN_DATA_ELEMENT,PAT_ENC,30,,,v131,,
v132_Fncl_ptnts_cd,_Fncl_ptnts_cd,,2832,1,1,,83670,,4,232135,150,v132_Fncl_ptnts,,,13,"Financial Class[29,223,775 facts; 1,396,021 patients]",132,\i2b2\Visit Details\Financial Class\,UNKNOWN_DATA_ELEMENT,UTHSCSA|FINCLASS,4,,,v132,,
v132_Fncl_ptnts,_Fncl_ptnts,,2832,1,1,,83670,,4,232135,150,v132_Fncl_ptnts,,,13,"Financial Class[29,223,775 facts; 1,396,021 patients]",132,\i2b2\Visit Details\Financial Class\,UNKNOWN_DATA_ELEMENT,UTHSCSA|FINCLASS,4,,,v132,,
v133_Src__ptnts_cd,_Src__ptnts_cd,,2442,1,1,,199064,,3,116741,540,v133_Src__ptnts,,,7,"Admit Source[16,005,556 facts; 1,200,483 patients]",133,\i2b2\Visit Details\Admit Source\,UNKNOWN_DATA_ELEMENT,ADMIT|SOURCE,3,,,v133,,
v133_Src__ptnts,_Src__ptnts,,2442,1,1,,199064,,3,116741,540,v133_Src__ptnts,,,7,"Admit Source[16,005,556 facts; 1,200,483 patients]",133,\i2b2\Visit Details\Admit Source\,UNKNOWN_DATA_ELEMENT,ADMIT|SOURCE,3,,,v133,,
v134_Encntr_ptnts_cd,_Encntr_ptnts_cd,,2832,1,1,,83684,,4,232121,150,v134_Encntr_ptnts,,,7,"Encounter Type[29,222,371 facts; 1,396,018 patients]",134,\i2b2\Visit Details\Encounter Type\,UNKNOWN_DATA_ELEMENT,ENC|TYPE,4,,,v134,,
v134_Encntr_ptnts,_Encntr_ptnts,,2832,1,1,,83684,,4,232121,150,v134_Encntr_ptnts,,,7,"Encounter Type[29,222,371 facts; 1,396,018 patients]",134,\i2b2\Visit Details\Encounter Type\,UNKNOWN_DATA_ELEMENT,ENC|TYPE,4,,,v134,,
v135_Dth__ptnts_cd,_Dth__ptnts_cd,,1092,1,1,,314701,,1,1104,1890,v135_Dth__ptnts,,,3,"1910 Cause of Death[29,822 facts; 28,555 patients]",135,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1910 Cause of Death\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v135,,
v135_Dth__ptnts,_Dth__ptnts,,1092,1,1,,314701,,1,1104,1890,v135_Dth__ptnts,,,3,"1910 Cause of Death[29,822 facts; 28,555 patients]",135,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1910 Cause of Death\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v135,,
v136_Rcrnc_Tp_st_cd,_Rcrnc_Tp_st_cd,,1092,1,1,,314701,,3,1104,1890,v136_Rcrnc_Tp_st,,,25,"1880 Recurrence Type--1st[29,822 facts; 28,555 patients]",136,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1880 Recurrence Type--1st\,UNKNOWN_DATA_ELEMENT,NAACCR,3,,,v136,,
v136_Rcrnc_Tp_st,_Rcrnc_Tp_st,,1092,1,1,,314701,,3,1104,1890,v136_Rcrnc_Tp_st,,,25,"1880 Recurrence Type--1st[29,822 facts; 28,555 patients]",136,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1880 Recurrence Type--1st\,UNKNOWN_DATA_ELEMENT,NAACCR,3,,,v136,,
v137_Dt_Mst_ptnts_tf,_Dt_Mst_ptnts_tf,,753,1,1,,315004,,1,801,2229,v137_Dt_Mst_ptnts,,,1,"3170 RX Date--Most Defin Surg[12,374 facts; 11,890 patients]",137,\i2b2\naaccr\S:15 Treatment-1st Course\3170 RX Date--Most Defin Surg\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,748,v137,,D
v137_Dt_Mst_ptnts,_Dt_Mst_ptnts,,753,1,1,,315004,,1,801,2229,v137_Dt_Mst_ptnts,,,1,"3170 RX Date--Most Defin Surg[12,374 facts; 11,890 patients]",137,\i2b2\naaccr\S:15 Treatment-1st Course\3170 RX Date--Most Defin Surg\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,748,v137,,D
v138_RX_CC__ptnts_tf,_RX_CC__ptnts_tf,,1039,1,1,,314659,,1,1146,1943,v138_RX_CC__ptnts,,,1,"1270 Date of 1st Crs RX--CoC[27,355 facts; 26,256 patients]",138,\i2b2\naaccr\S:15 Treatment-1st Course\1270 Date of 1st Crs RX--CoC\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1044,v138,,D
v138_RX_CC__ptnts,_RX_CC__ptnts,,1039,1,1,,314659,,1,1146,1943,v138_RX_CC__ptnts,,,1,"1270 Date of 1st Crs RX--CoC[27,355 facts; 26,256 patients]",138,\i2b2\naaccr\S:15 Treatment-1st Course\1270 Date of 1st Crs RX--CoC\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1044,v138,,D
v139_RX_SR__ptnts_tf,_RX_SR__ptnts_tf,,618,1,1,,315137,,1,668,2364,v139_RX_SR__ptnts,,,1,"1260 Date of Initial RX--SEER[12,381 facts; 11,877 patients]",139,\i2b2\naaccr\S:15 Treatment-1st Course\1260 Date of Initial RX--SEER\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,617,v139,,D
v139_RX_SR__ptnts,_RX_SR__ptnts,,618,1,1,,315137,,1,668,2364,v139_RX_SR__ptnts,,,1,"1260 Date of Initial RX--SEER[12,381 facts; 11,877 patients]",139,\i2b2\naaccr\S:15 Treatment-1st Course\1260 Date of Initial RX--SEER\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,617,v139,,D
v140_Cntct__ptnts_tf,_Cntct__ptnts_tf,,1092,1,1,,314639,,1,1166,1890,v140_Cntct__ptnts,,,1,"0580 Date of 1st Contact[29,830 facts; 28,562 patients]",140,\i2b2\naaccr\S:6 Hospital-Specific\0580 Date of 1st Contact\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1043,v140,,D
v140_Cntct__ptnts,_Cntct__ptnts,,1092,1,1,,314639,,1,1166,1890,v140_Cntct__ptnts,,,1,"0580 Date of 1st Contact[29,830 facts; 28,562 patients]",140,\i2b2\naaccr\S:6 Hospital-Specific\0580 Date of 1st Contact\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1043,v140,,D
v141_Dt_Srgcl_ptnts_tf,_Dt_Srgcl_ptnts_tf,,748,1,1,,315010,,1,795,2234,v141_Dt_Srgcl_ptnts,,,1,"3180 RX Date--Surgical Disch[12,279 facts; 11,795 patients]",141,\i2b2\naaccr\S:15 Treatment-1st Course\3180 RX Date--Surgical Disch\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,739,v141,,D
v141_Dt_Srgcl_ptnts,_Dt_Srgcl_ptnts,,748,1,1,,315010,,1,795,2234,v141_Dt_Srgcl_ptnts,,,1,"3180 RX Date--Surgical Disch[12,279 facts; 11,795 patients]",141,\i2b2\naaccr\S:15 Treatment-1st Course\3180 RX Date--Surgical Disch\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,739,v141,,D
v142_Srgr__ptnts_cd,_Srgr__ptnts_cd,,1092,1,1,,314578,,2,1227,1890,v142_Srgr__ptnts,,,8,"1340 Reason for No Surgery[29,819 facts; 28,553 patients]",142,\i2b2\naaccr\S:15 Treatment-1st Course\1340 Reason for No Surgery\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v142,,
v142_Srgr__ptnts,_Srgr__ptnts,,1092,1,1,,314578,,2,1227,1890,v142_Srgr__ptnts,,,8,"1340 Reason for No Surgery[29,819 facts; 28,553 patients]",142,\i2b2\naaccr\S:15 Treatment-1st Course\1340 Reason for No Surgery\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v142,,
v143_Drvd_ptnts_cd,_Drvd_ptnts_cd,,706,1,1,,315024,,2,781,2276,v143_Drvd_ptnts,,,25,"3430 Derived AJCC-7 Stage Grp[12,896 facts; 12,346 patients]",143,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3430 Derived AJCC-7 Stage Grp\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v143,,
v143_Drvd_ptnts,_Drvd_ptnts,,706,1,1,,315024,,2,781,2276,v143_Drvd_ptnts,,,25,"3430 Derived AJCC-7 Stage Grp[12,896 facts; 12,346 patients]",143,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3430 Derived AJCC-7 Stage Grp\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v143,,
v144_Dscrpt__ptnts_cd,_Dscrpt__ptnts_cd,,706,1,1,,315024,,2,781,2276,v144_Dscrpt__ptnts,,,3,"3422 Derived AJCC-7 M Descript[12,918 facts; 12,366 patients]",144,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3422 Derived AJCC-7 M Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v144,,
v144_Dscrpt__ptnts,_Dscrpt__ptnts,,706,1,1,,315024,,2,781,2276,v144_Dscrpt__ptnts,,,3,"3422 Derived AJCC-7 M Descript[12,918 facts; 12,366 patients]",144,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3422 Derived AJCC-7 M Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v144,,
v145_Drvd_ptnts_cd,_Drvd_ptnts_cd,,706,1,1,,315024,,2,781,2276,v145_Drvd_ptnts,,,6,"3420 Derived AJCC-7 M[12,918 facts; 12,366 patients]",145,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3420 Derived AJCC-7 M\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v145,,
v145_Drvd_ptnts,_Drvd_ptnts,,706,1,1,,315024,,2,781,2276,v145_Drvd_ptnts,,,6,"3420 Derived AJCC-7 M[12,918 facts; 12,366 patients]",145,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3420 Derived AJCC-7 M\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v145,,
v146_Dscrpt__ptnts_cd,_Dscrpt__ptnts_cd,,707,1,1,,315023,,2,782,2275,v146_Dscrpt__ptnts,,,4,"3412 Derived AJCC-7 N Descript[12,931 facts; 12,378 patients]",146,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3412 Derived AJCC-7 N Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v146,,
v146_Dscrpt__ptnts,_Dscrpt__ptnts,,707,1,1,,315023,,2,782,2275,v146_Dscrpt__ptnts,,,4,"3412 Derived AJCC-7 N Descript[12,931 facts; 12,378 patients]",146,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3412 Derived AJCC-7 N Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v146,,
v147_Drvd_ptnts_cd,_Drvd_ptnts_cd,,707,1,1,,315023,,2,782,2275,v147_Drvd_ptnts,,,16,"3410 Derived AJCC-7 N[12,932 facts; 12,379 patients]",147,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3410 Derived AJCC-7 N\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v147,,
v147_Drvd_ptnts,_Drvd_ptnts,,707,1,1,,315023,,2,782,2275,v147_Drvd_ptnts,,,16,"3410 Derived AJCC-7 N[12,932 facts; 12,379 patients]",147,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3410 Derived AJCC-7 N\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v147,,
v148_Dscrpt__ptnts_cd,_Dscrpt__ptnts_cd,,706,1,1,,315024,,2,781,2276,v148_Dscrpt__ptnts,,,4,"3402 Derived AJCC-7 T Descript[12,912 facts; 12,361 patients]",148,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3402 Derived AJCC-7 T Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v148,,
v148_Dscrpt__ptnts,_Dscrpt__ptnts,,706,1,1,,315024,,2,781,2276,v148_Dscrpt__ptnts,,,4,"3402 Derived AJCC-7 T Descript[12,912 facts; 12,361 patients]",148,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3402 Derived AJCC-7 T Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v148,,
v149_Drvd_ptnts_cd,_Drvd_ptnts_cd,,706,1,1,,315024,,2,781,2276,v149_Drvd_ptnts,,,27,"3400 Derived AJCC-7 T[12,912 facts; 12,361 patients]",149,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3400 Derived AJCC-7 T\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v149,,
v149_Drvd_ptnts,_Drvd_ptnts,,706,1,1,,315024,,2,781,2276,v149_Drvd_ptnts,,,27,"3400 Derived AJCC-7 T[12,912 facts; 12,361 patients]",149,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3400 Derived AJCC-7 T\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v149,,
v150_Drvd_ptnts_cd,_Drvd_ptnts_cd,,908,1,1,,314788,,2,1017,2074,v150_Drvd_ptnts,,,21,"3000 Derived AJCC-6 Stage Grp[20,928 facts; 20,041 patients]",150,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3000 Derived AJCC-6 Stage Grp\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v150,,
v150_Drvd_ptnts,_Drvd_ptnts,,908,1,1,,314788,,2,1017,2074,v150_Drvd_ptnts,,,21,"3000 Derived AJCC-6 Stage Grp[20,928 facts; 20,041 patients]",150,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3000 Derived AJCC-6 Stage Grp\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v150,,
v151_Dscrpt__ptnts_cd,_Dscrpt__ptnts_cd,,908,1,1,,314787,,2,1018,2074,v151_Dscrpt__ptnts,,,4,"2990 Derived AJCC-6 M Descript[20,969 facts; 20,080 patients]",151,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2990 Derived AJCC-6 M Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v151,,
v151_Dscrpt__ptnts,_Dscrpt__ptnts,,908,1,1,,314787,,2,1018,2074,v151_Dscrpt__ptnts,,,4,"2990 Derived AJCC-6 M Descript[20,969 facts; 20,080 patients]",151,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2990 Derived AJCC-6 M Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v151,,
v152_Drvd_ptnts_cd,_Drvd_ptnts_cd,,908,1,1,,314787,,2,1018,2074,v152_Drvd_ptnts,,,8,"2980 Derived AJCC-6 M[20,969 facts; 20,080 patients]",152,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2980 Derived AJCC-6 M\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v152,,
v152_Drvd_ptnts,_Drvd_ptnts,,908,1,1,,314787,,2,1018,2074,v152_Drvd_ptnts,,,8,"2980 Derived AJCC-6 M[20,969 facts; 20,080 patients]",152,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2980 Derived AJCC-6 M\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v152,,
v153_Dscrpt__ptnts_cd,_Dscrpt__ptnts_cd,,909,1,1,,314787,,2,1018,2073,v153_Dscrpt__ptnts,,,4,"2970 Derived AJCC-6 N Descript[20,981 facts; 20,091 patients]",153,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2970 Derived AJCC-6 N Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v153,,
v153_Dscrpt__ptnts,_Dscrpt__ptnts,,909,1,1,,314787,,2,1018,2073,v153_Dscrpt__ptnts,,,4,"2970 Derived AJCC-6 N Descript[20,981 facts; 20,091 patients]",153,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2970 Derived AJCC-6 N Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v153,,
v154_Drvd_ptnts_cd,_Drvd_ptnts_cd,,909,1,1,,314787,,2,1018,2073,v154_Drvd_ptnts,,,14,"2960 Derived AJCC-6 N[20,982 facts; 20,092 patients]",154,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2960 Derived AJCC-6 N\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v154,,
v154_Drvd_ptnts,_Drvd_ptnts,,909,1,1,,314787,,2,1018,2073,v154_Drvd_ptnts,,,14,"2960 Derived AJCC-6 N[20,982 facts; 20,092 patients]",154,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2960 Derived AJCC-6 N\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v154,,
